commit	metric_before	metric_after	delta	status	description
none	0	0	0	rejected	castor/agents/guardian.py: FAIL - The generated test code is empty, providing no test c
none	0	0	0	rejected	castor/agents/manipulator_agent.py: FAIL - The proposed change lacks context and might impact th
none	0	0	0	rejected	castor/agents/navigator.py: FAIL - The generated code is incomplete and lacks the actual
none	0	0	0	rejected	castor/agents/observer.py: FAIL - The `updated_det.is_obstacle is not None` line within
none	0	0	0	rejected	castor/agents/orchestrator.py: FAIL - The provided code snippet is incomplete and contains 
none	0	0	0	rejected	castor/agents/registry.py: FAIL - The generated test code is missing, making it impossi
none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The description lacks specific code examples or concr
none	0	0	0	rejected	castor/api_errors.py: FAIL - The proposed change does not contain any tests and in
none	0	0	0	rejected	castor/apikeys.py: FAIL - The proposed change is incomplete, as the `revoke` fu
none	0	0	0	rejected	castor/approvals.py: FAIL - The `_enqueue` method calls `self._save()` but the qu
none	0	0	0	rejected	castor/audit.py: ```python
import os
import hashlib
import pytest
from castor
none	0	0	0	rejected	castor/auth_jwt.py: There is no code provided, so I cannot assess whether it adh
none	0	0	0	rejected	castor/avoidance.py: FAIL - The proposed change lacks associated pytest tests to 
none	0	0	0	rejected	castor/backup.py: FAIL - The provided code is missing the implementation detai
none	0	0	0	rejected	castor/battery.py: FAIL - The proposed change introduces a print statement, whi
none	0	0	0	rejected	castor/behaviors.py: FAIL - The description hallucinates several components (Gemi
none	0	0	0	rejected	castor/benchmarker.py: FAIL - The code snippet saves benchmark results to a hardcod
none	0	0	0	rejected	castor/action_validator.py: FAIL - The `errors` list in the `try` block is misleading be
none	0	0	0	rejected	castor/agents/base.py: FAIL - The Enum import is missing, specifically `from enum i
none	0	0	0	rejected	castor/agents/communicator.py: FAIL - This change lacks context and doesn't provide enough 
none	0	0	0	rejected	castor/agents/guardian.py: FAIL - The generated test code is empty, providing no functi
none	0	0	0	rejected	castor/agents/manipulator_agent.py: FAIL - The proposed change lacks context and tests, making i
none	0	0	0	rejected	castor/agents/navigator.py: There is no Python code provided to analyze, so I cannot ass
none	0	0	0	rejected	castor/agents/observer.py: FAIL - The proposed change is not a valid Python file and pr
none	0	0	0	rejected	castor/agents/orchestrator.py: ```python
import pytest

from castor.agents.orchestrator imp
none	0	0	0	rejected	castor/agents/registry.py: ```python
import pytest
from unittest.mock import AsyncMock

none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The description contains hallucinated components like
none	0	0	0	rejected	castor/api_errors.py: FAIL - The proposed change only contains logging statements 
none	0	0	0	rejected	castor/apikeys.py: FAIL - The description mentions a continuous loop, interacti
none	0	0	0	rejected	castor/approvals.py: Okay, I've reviewed the proposed `ApprovalGate` class for th
none	0	0	0	rejected	castor/audit.py: There is no code provided to review, so I cannot assess whet
none	0	0	0	rejected	castor/auth_jwt.py: FAIL - The provided context lacks any testable functions wit
none	0	0	0	rejected	castor/avoidance.py: FAIL - The duplicated "Check obstacles" task within the `_ru
none	0	0	0	rejected	castor/backup.py: FAIL - The provided code lacks any pytest tests to validate 
none	0	0	0	rejected	castor/battery.py: FAIL - This change introduces a `return` statement without a
none	0	0	0	rejected	castor/behaviors.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/benchmarker.py: FAIL - The reported latencies are not being correctly calcul
none	0	0	0	rejected	castor/action_validator.py: FAIL - The proposed change is an empty results.tsv file, whi
none	0	0	0	rejected	castor/agents/base.py: FAIL - The generated test code lacks necessary setup (mockin
none	0	0	0	rejected	castor/agents/communicator.py: FAIL - The generated code lacks necessary imports and attemp
none	0	0	0	rejected	castor/agents/guardian.py: FAIL - The generated test code is incomplete, missing necess
none	0	0	0	rejected	castor/agents/manipulator_agent.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/agents/navigator.py: FAIL - The provided code lacks tests (Track A) and also has 
none	0	0	0	rejected	castor/agents/observer.py: FAIL - The provided change is incomplete and doesn't show an
none	7009	7009	0	crash	castor/agents/orchestrator.py: tests failed
none	0	0	0	rejected	castor/agents/registry.py: FAIL - The provided code lacks any pytest tests for the Agen
none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The provided file content is missing the necessary im
none	0	0	0	rejected	castor/api_errors.py: FAIL - The proposed change lacks a test case to verify the h
none	0	0	0	rejected	castor/apikeys.py: FAIL - The proposed change description includes concepts and
none	0	0	0	rejected	castor/approvals.py: ```python
import pytest
import os
import json
from castor.ap
none	0	0	0	rejected	castor/audit.py: FAIL - The proposed change introduces a file named `results.
none	0	0	0	rejected	castor/agents/base.py: FAIL - The proposed change introduces `print` statements dir
none	0	0	0	rejected	castor/agents/communicator.py: ```python
import pytest

from castor.agents.communicator imp
none	0	0	0	rejected	castor/agents/guardian.py: FAIL - The generated test code is incomplete and doesn't inc
none	0	0	0	rejected	castor/agents/manipulator_agent.py: FAIL - The proposed change lacks context and doesn't adhere 
none	0	0	0	rejected	castor/agents/navigator.py: FAIL - The proposed change introduces multiple issues, inclu
none	0	0	0	rejected	castor/agents/observer.py: FAIL - The proposed change is not a valid code diff and does
none	0	0	0	rejected	castor/agents/orchestrator.py: FAIL - The provided agent description is not related to the 
none	0	0	0	rejected	castor/agents/registry.py: FAIL - The generated test code lacks necessary setup for tes
none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The review mentions files (api.py, safety.py, auth.py
none	0	0	0	rejected	castor/api_errors.py: FAIL - The provided code snippet lacks context (like imports
none	0	0	0	rejected	castor/apikeys.py: FAIL - The proposed change is incomplete, as the `revoke` fu
none	0	0	0	rejected	castor/approvals.py: ```python
import pytest
import os
import json
from castor.ap
none	0	0	0	rejected	castor/audit.py: There is no code provided to review, so I cannot assess if i
none	0	0	0	rejected	castor/auth_jwt.py: ```python
import pytest
import os
from castor import auth_jw
none	0	0	0	rejected	castor/avoidance.py: FAIL - The proposed change lacks any tests (Track A) to veri
none	0	0	0	rejected	castor/backup.py: ```python
import os
import tarfile
from unittest.mock import
none	0	0	0	rejected	castor/battery.py: FAIL - This change introduces a bare `return` statement in `
none	0	0	0	rejected	castor/behaviors.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/benchmarker.py: FAIL - The table creation logic repeats columns unnecessaril
none	0	0	0	rejected	castor/action_validator.py: FAIL - The provided change only includes a docstring and doe
none	0	0	0	rejected	castor/agents/base.py: FAIL - The proposed test attempts to instantiate the abstrac
none	0	0	0	rejected	castor/agents/communicator.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/agents/guardian.py: FAIL - The generated test code lacks necessary imports from 
none	0	0	0	rejected	castor/agents/manipulator_agent.py: FAIL - This change lacks sufficient context to evaluate whet
none	0	0	0	rejected	castor/agents/navigator.py: FAIL - The analysis lacks specific details about the propose
none	0	0	0	rejected	castor/agents/observer.py: FAIL - The proposed change compares a `SceneGraph` object to
none	0	0	0	rejected	castor/agents/orchestrator.py: FAIL - The docstring for `reprioritize_intent` is incomplete
none	0	0	0	rejected	castor/agents/registry.py: FAIL - The generated tests are trivial and don't test any re
none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The provided file does not contain any functions to t
none	0	0	0	rejected	castor/api_errors.py: FAIL - This change is missing a pytest test case that verifi
none	0	0	0	rejected	castor/apikeys.py: FAIL - The provided code snippet is incomplete, specifically
none	0	0	0	rejected	castor/approvals.py: ```python
import json
import os
import threading
from dateti
none	0	0	0	rejected	castor/audit.py: This change only involves an untracked file, so it doesn't a
none	0	0	0	rejected	castor/auth_jwt.py: ```python
import os

import pytest

from castor import auth_
none	0	0	0	rejected	castor/avoidance.py: FAIL - The explanation lacks context of existing pytest test
none	0	0	0	rejected	castor/backup.py: ```python
import os
import tarfile
from unittest.mock import
none	0	0	0	rejected	castor/battery.py: FAIL - The generated tests only cover the constructor and do
none	0	0	0	rejected	castor/behaviors.py: FAIL - This change introduces a hardcoded string "1" to `res
none	0	0	0	rejected	castor/benchmarker.py: FAIL - The code contains a duplicated `_log_results` functio
none	0	0	0	rejected	castor/action_validator.py: ```python
import pytest
from castor.action_validator import 
none	0	0	0	rejected	castor/agents/base.py: FAIL - The proposed change introduces print statements for e
none	0	0	0	rejected	castor/agents/communicator.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/agents/guardian.py: FAIL - There is no test provided to review, only the code th
none	0	0	0	rejected	castor/agents/manipulator_agent.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/agents/navigator.py: FAIL - The analysis is too high-level and doesn't provide sp
none	0	0	0	rejected	castor/agents/observer.py: ```python
import pytest
from unittest.mock import MagicMock

none	0	0	0	rejected	castor/agents/orchestrator.py: FAIL - The return of an empty dictionary from `run` breaks t
none	0	0	0	rejected	castor/agents/registry.py: FAIL - The proposed change contains only docstrings and does
none	0	0	0	rejected	castor/agents/shared_state.py: FAIL - The provided file is missing a critical import (`data
none	0	0	0	rejected	castor/api_errors.py: FAIL - The proposed change lacks a test to ensure that unhan
none	0	0	0	rejected	castor/apikeys.py: FAIL - The provided code snippet is incomplete, missing esse
none	0	0	0	rejected	castor/approvals.py: FAIL - The proposed change removes the original functionalit
none	0	0	0	rejected	castor/audit.py: FAIL - The proposed change introduces a file named `results.
none	0	0	0	rejected	castor/auth_jwt.py: ```python
import os
from unittest import mock

import pytest
none	0	0	0	rejected	castor/conformance.py: ```python
            return ConformanceResult(
            
none	0	0	0	rejected	castor/client.py: FAIL - The proposed agent risks violating multiple review ru
none	0	0	0	rejected	castor/swarm/consensus.py: FAIL - The proposed change appears to be a pseudocode descri
none	0	0	0	rejected	castor/metrics.py: FAIL - This proposal describes the classes in the `metrics.p
none	0	0	0	rejected	castor/safety/authorization.py: FAIL - The analysis mentions files (safety.py) that are expl
none	0	0	0	rejected	castor/setup_service.py: FAIL - The docstrings are inconsistent, some specify the ret
none	0	0	0	rejected	castor/safety/bounds.py: FAIL - The review mentions Track C but there is no proposed 
none	0	0	0	rejected	castor/web_wizard.py: FAIL - The proposed docstring additions are overly conversat
none	0	0	0	rejected	castor/doctor.py: FAIL - The proposed change introduces dataclasses without th
none	0	0	0	rejected	castor/api.py: FAIL - The review violates the rule about modifying the forb
none	0	0	0	rejected	castor/conformance.py: FAIL - The function `_provider_reactive_layer` is calling it
none	0	0	0	rejected	castor/client.py: FAIL - The explanation lacks specific details about how the 
none	0	0	0	rejected	castor/swarm/consensus.py: FAIL - The provided code snippet is incomplete, lacking nece
none	0	0	0	rejected	castor/metrics.py: FAIL - The proposed docstring change hallucinates several co
none	0	0	0	rejected	castor/safety/authorization.py: FAIL - The proposed docstrings change attempts to describe t
none	0	0	0	rejected	castor/setup_service.py: FAIL - The `subprocess.run` call in `_check_script_output` i
none	0	0	0	rejected	castor/safety/bounds.py: FAIL - The docstring change does not meet Google-style docum
none	0	0	0	rejected	castor/web_wizard.py: FAIL - The proposed change includes git commands that direct
none	0	0	0	rejected	castor/doctor.py: FAIL - The proposed change contains incomplete code (`return
none	0	0	0	rejected	castor/api.py: FAIL - The review comments touch the forbidden file `api.py`
none	0	0	0	rejected	castor/conformance.py: FAIL - The docstring change is incomplete; it only shows the
none	0	0	0	rejected	castor/client.py: FAIL - The proposed change describes a complex agent workflo
none	0	0	0	rejected	castor/swarm/consensus.py: FAIL - The proposed change is incomplete and lacks context, 
none	0	0	0	rejected	castor/metrics.py: FAIL - The proposed change lacks any actual docstrings, only
none	0	0	0	rejected	castor/safety/authorization.py: FAIL - The proposed change does not follow Google-style docs
